"contribution_id","debate_date","debate_title","debate_id","paragraphs","primary_info","secondary_info"
"11020142000260","1296518400","EuropeanUnionBill",33,"Let us leave Sainte-Laguë and d’Hondt. Is the Minister in favour of the alternative vote? That is what the Committee and the nation want to know.","Mr Denis MacShane","Labour"
"11020142000261","1296518400","EuropeanUnionBill",33,"No.  The answer to the question asked by the hon. Member for Wolverhampton North East is that the Electoral Commission decided to use the Sainte-Laguë method following various consultations that it had carried out. There is a debate about whether we should move to that method when it comes to deciding how to elect Members of the European Parliament, but that is a matter for a future occasion.","Sir David Lidington","Conservative"
"11020142000263","1296518400","EuropeanUnionBill",33,"Will the Minister clarify whether the d’Hondt system was considered by the Electoral Commission in allocating the extra seat?","Emma Reynolds","Labour"
"11020142000264","1296518400","EuropeanUnionBill",33,"The hon. Lady knows that the Electoral Commission is completely independent of the Government, so that question should properly be addressed to the chairman and the chief executive of the commission.  The history of this process is that on 22 September 2010 the Minister with responsibility for political and constitutional reform, the Parliamentary Secretary, Cabinet Office, my hon. Friend the Member for Forest of Dean (Mr Harper), wrote on behalf of my right hon. Friend the Deputy Prime Minister to the chair of the commission  formally requesting a recommendation under section 3 of the European Parliament (Representation) Act 2003 as to which of the 12 UK electoral regions, for the purposes of European parliamentary elections, should receive the UK’s additional MEP seat. UK MEPs are, of course, elected on a regional basis from 12 electoral regions—Northern Ireland, Scotland, Wales and nine regions in England. In making the recommendation for the distribution of any Member of the European Parliament, the Electoral Commission is obliged to ensure that each electoral region is allocated at least three MEPs and that the ratio of registered electors to MEPs is, as far as possible, the same in each electoral region. The Electoral Commission process is independent of Government and, importantly, the Government are bound to accept its recommendation.  In allocating the seat, the Electoral Commission applied the Sainte-Laguë method, as the hon. Lady has said, following previous consultation exercises it had undertaken on the method to be used. It has indicated that the system has the advantage of enabling it to adhere to its statutory requirement that the ratio of registered electors to MEPs is as nearly as possible the same in each electoral region. On 26 October 2010, the Electoral Commission recommended that the west midlands should be allocated the additional MEP provided for in the transitional protocol, and published a report to that effect, a copy of which was placed in the Library. My hon. Friend the Minister with responsibility for political and constitutional reform confirmed the commission’s decision to the House via a written ministerial statement on 26 October 2010—column 7WS in Hansard. Let me place on the record now, as my hon. Friend did at the time, the Government’s thanks to the commission for its work in producing that recommendation.  The hon. Lady is right that population trends and electoral numbers change over time. The answer to her direct question is that the December 2009 electoral register was used in making the calculation and the recommendation that the west midlands should receive the additional seat, but I want to make it clear to the Committee today, as the Government have stated publicly on previous occasions, that if it became likely while the Bill remained under consideration by either House that any changes to electoral registration data would result in a different UK electoral region gaining the seat, we would seek a revised recommendation from the Electoral Commission. We have acted on the basis of the December 2009 register, but if the evidence of new registers suggests that a region other than the west midlands should get the seat, we would revert to the commission for a further recommendation.","Sir David Lidington","Conservative"
"11020142000268","1296518400","EuropeanUnionBill",33,"We are, of course, in a rather unusual situation with European Parliament elections, in that Gibraltar is included, and Gibraltar shares Members of the European Parliament with the south-west of England. What methods for determining the electors in Gibraltar have been used in the calculations?","Wayne David","Labour"
"11020142000269","1296518400","EuropeanUnionBill",33,"I think that is a matter for the Electoral Commission. It advises that it has used the Sainte-Laguë method throughout, and in comparing electorates for each region it would have taken the Gibraltar electorate into account when making its calculation for the south-west.  I undertake to double-check what I have just told the hon. Gentleman; if I have inadvertently led him up the garden path, I will of course correct that on the record, but I have confidence that the Electoral Commission has done its job properly.","Sir David Lidington","Conservative"
"11020142000270","1296518400","EuropeanUnionBill",33,"I am listening with profound interest to my hon. Friend’s remarks. Does he share my concern that, to the public outside, seemingly topping up the gravy train rather than culling it—perhaps expanding the size of the electorate for existing MEPs rather than increasing the number of MEPs—might not, in today’s environment of cuts, be met with a degree of approval?","Mrs Anne Main","Conservative"
"11030855000134","1299542400","EuropeanUnionBill",34,"I had intended to call the hon. Member for Birmingham, Edgbaston (Ms Stuart) to move the new clause, but it can be moved by another of its supporters. I call Mr James Clappison.  New Clause 1  Provision of documentation under Part 1  ‘(1) A statement laid before Parliament under section 5 of this Act shall be accompanied with all relevant documentation on the treaty or decision concerned, including all amendments sponsored by Ministers and other member states during negotiation of the treaty or decision.  (2) All decisions which as a result of any of sections 6 to 10 of this Act require approval by referendum or Act or resolution shall be accompanied with all relevant documentation on the decision concerned, including all amendments sponsored by Ministers and other member states during negotiation of the decision.’.—(Mr Clappison.)  Brought up, and read the First time.","John Bercow","Speaker"
"11030855000136","1299542400","EuropeanUnionBill",34,"I beg to move, That the clause be read a Second time. As another Member who willingly put his name to the new clause, I am delighted to do so.  Members who are familiar with the Second Reading debate and the proceedings in Committee will know that clause 5 is about a statement that must be laid before the House within two months of the conclusion of any of the treaty changes covered by the Bill, as part of the process whereby a referendum takes place. It covers treaty changes in both the ordinary revision procedure—the one with which we are all familiar, involving a convention followed by the full panoply of treaty change and agreement between the nations—and the simplified revision procedure that was introduced by article 48(6) of the treaty of Lisbon, which makes it much easier for the parties to the European Union to bring about treaty change. Under that article, all they need to do is reach an agreement within the Council and then put it to the member states, and unanimity is required for that. It is generally regarded as a measure that speeds up treaty change.  New clause 1 would require much more information to be included in the statement, or to be provided with it. When my friend the hon. Member for Birmingham, Edgbaston (Ms Stuart) drafted the new clause, she may well have had in mind what took place during this House’s proceedings on the treaty of Lisbon, and I certainly had that in mind when I signed it. The then Government advocated all the measures in the treaty of Lisbon to the House—and to the country—but it was revealed during the debate that at the Convention that  led to the drafting of the constitutional treaty which later became the Lisbon treaty, they had opposed a number of key proposals.","Mr James Clappison","Conservative"
"11030855000139","1299542400","EuropeanUnionBill",34,"Is my hon. Friend also conscious of the fact that the Conservative party was, for the first time since 1972, united on that issue, and that it voted consistently against every provision that was worth voting against in the Lisbon treaty, yet subsequently accepted it?","Sir William Cash","Conservative"
"11030855000140","1299542400","EuropeanUnionBill",34,"Yes—and not only that, because my hon. Friend is being characteristically modest, as some of the warnings about the consequences that would flow from the treaty of Lisbon have proved right in the short time that has elapsed since its introduction. I am thinking in particular of the warnings that were given about what I regard as the unfortunate influence of the European External Action Service and the EU’s new Foreign Minister, Baroness Ashton, which has not entirely served the interests of this country.","Mr James Clappison","Conservative"
"11030855000141","1299542400","EuropeanUnionBill",34,"The new clause is excellent. I like the idea that Ministers would have to report that they tried to get an improvement but they lost. Is it also proposed that some of the arguments should be made available, because it would be much more interesting if we knew how badly they had lost?","Sir John Redwood","Conservative"
"11030855000142","1299542400","EuropeanUnionBill",34,"My right hon. Friend makes an excellent point. Too often decisions are made behind closed doors, certainly in the Council. They are made in a remote and unaccountable way, and members of the public in this country simply do not have the information that they should have to be able to evaluate the decisions taken in their name.  During our debates on the Lisbon treaty, it was striking that time after time we had to remind members of the then Government of what they had said in the Convention about the measures that they were now putting before the House. I cannot remember whether they had opposed the establishment of the EU External Action Service and the EU Foreign Minister—I would not have blamed them if they had—but it emerged on a number of occasions in the debates in the House that Ministers had previously opposed what they were now proposing. That came to light only through the assiduous work of the then Conservative Front-Bench Members, and I pay tribute to them, as well as to colleagues such as my hon. Friend the Member for Stone (Mr Cash) and my right hon. Friend the Member for Wokingham (Mr Redwood).  The new clause would remedy this problem, as the fullest possible information would be placed before the House, with the statement, so we would know exactly what had taken place, and whether the Government really agreed with what was being proposed or whether they had lost the arguments and been outvoted. In short, we would know whether we were being called upon to do something with which our democratically elected Government did not agree.","Mr James Clappison","Conservative"
"11030855000145","1299542400","EuropeanUnionBill",34,"rose—","Martin Horwood","Liberal Democrat"
"11030855000146","1299542400","EuropeanUnionBill",34,"I give way to the Liberal Democrat Member who, of course, supported the Lisbon treaty on many occasions during its passage through this House.","Mr James Clappison","Conservative"
"11030855000147","1299542400","EuropeanUnionBill",34,"Absolutely—and a referendum on it.  The hon. Gentleman is speaking as if the new clause related to the situation after the negotiations have been completed, but what it actually says is  “during negotiation of the treaty or decision.”  I attended a negotiating skills course some years ago, and I was always advised not to give away my negotiating position during the course of the negotiation. Would not the new clause destroy the British Government’s negotiating position? Is that its intention?","Martin Horwood","Liberal Democrat"
"11030855000150","1299542400","EuropeanUnionBill",34,"No, because the British Government are representing the British people and the British people should know what is being negotiated on their behalf. This is not a private company trying to make a profit; it is democratically elected Ministers acting on behalf of the people. May I slightly correct the hon. Gentleman? I do not know whether he was in the House at the time, but I certainly recall this, because I was sitting directly behind the Liberal Democrats. That party supported an in/out referendum on the European Union, but it did not support a referendum on the Lisbon treaty itself. I remember that debate taking place. He will correct me if I am wrong, but I recall that although the Liberal Democrats got very agitated about having an in/out referendum, they were not exactly full-hearted in supporting a referendum on the Lisbon treaty.","Mr James Clappison","Conservative"
"11030855000151","1299542400","EuropeanUnionBill",34,"rose—","Martin Horwood","Liberal Democrat"
"11030855000152","1299542400","EuropeanUnionBill",34,"I will give way again to the hon. Gentleman, who has a very honourable record of supporting further European integration.","Mr James Clappison","Conservative"
"11030855000153","1299542400","EuropeanUnionBill",34,"I will correct the hon. Gentleman, as he is wrong. I voted for both an in/out referendum and a referendum on the Lisbon treaty.","Martin Horwood","Liberal Democrat"
"11030855000154","1299542400","EuropeanUnionBill",34,"I stand corrected. I do not know whether the hon. Gentleman’s colleagues voted both for and against an in/out referendum, or whether they voted both for and against having a referendum on the Lisbon treaty. I do remember, because it would be hard to forget this, that one of his colleagues was excluded from the Chamber because he got into such a terrible temper about not being able to have an in/out referendum. I am not sure how many of his colleagues supported the amendment that we dealt with several evenings ago proposing an in/out referendum; the Hansard record will doubtless show the number.  The fullest possible information should be available to this House and to the British people so that we know what is really going on. One of the fundamental problems of the European Union is the feeling of disillusionment that people have about its lack of accountability. We do not know what is taking place and being done in our name. The EU is remote and decisions are taken behind closed doors. Some arrangements are entered into beforehand in an entirely private way, with decisions not even being taken at the meetings themselves, but often being taken behind closed doors. We need more information about such matters.","Mr James Clappison","Conservative"
"11030855000156","1299542400","EuropeanUnionBill",34,"Even as we speak, a gigantic deal is being done in Europe. It is called the “competitiveness package”. It took me an urgent question—thanks to you, Mr Speaker—to elicit the truth about what was going on in European economic governance. What my hon.  Friend says is absolutely right: a tradition of deceit lies behind all this, and it goes right across the whole of Europe.","Sir William Cash","Conservative"
"11030855000157","1299542400","EuropeanUnionBill",34,"I am grateful to my hon. Friend, because he has done the House a service. It was entirely due to him that the contents of the Van Rompuy report, as they affected this country, which they clearly did, were revealed to this House. We look forward to having a fuller debate on those in due course. We want a fuller debate on many other issues, but when a treaty change comes before this House and is the subject of a statement under clause 5 we need to have all the information. We need to have everything out in the open so that we can have a full and well-informed debate.","Mr James Clappison","Conservative"
"11030855000158","1299542400","EuropeanUnionBill",34,"By way of explanation, Mr Speaker, I think I have fallen victim to my usual habit of reading newspapers from back to front. I apologise for not having been here at the start of the debate, and I thank the hon. Member for Hertsmere (Mr Clappison) for introducing the new clause.  I need to explain the antecedents of the thinking behind the new clause. When I was a Minister I attended meetings of the Council of Ministers, and I knew that it was perfectly impossible for any national Parliament to find out even whether their Minister was there to vote, let alone whether they had made any particular representations. I am sure that I am not the only Minister—people on both sides of the House must have done this—who performed the most amazing U-turns on policy when doing a Council of Ministers stint. I am talking about little notes along the lines of, “The United Kingdom no longer supports amendment 58”—and that was all that was ever said about the matter. There is nothing wrong with that; we do that in politics. But in this House, if the Government perform a U-turn, someone at some stage has to stand at that Dispatch Box and say, “We’ve changed our minds.” They have to give reasons for doing so, and on occasions those are perfectly acceptable. This is the one thing that is completely missing in our dealings with the European Union.  Post-Lisbon, we have made some advances in the information provided for the European Parliament. Although I welcome those provisions, I would challenge even hon. Members to close their eyes and tell me, hand on heart, that they can name all the MEPs who represent their region. I bet that they could not do that; I could not name them all myself. [Interruption.] My right hon. Friend the Member for Rotherham (Mr MacShane) says that he does not even know all the MPs for Birmingham. Fortunately, I could tell him all their names, even in alphabetical order.","Baroness Stuart of Edgbaston","Crossbench"
"11030855000162","1299542400","EuropeanUnionBill",34,"The hon. Lady is absolutely right. I can remember visiting EU Councils as a Minister and discovering that the Council of Ministers often met as a  legislature. It was about to enact extremely important laws affecting all our countries, and all that the others and I said was entirely secret and did not have to be shared with the public. That is an absolute disgrace: we need much more transparency.","Sir John Redwood","Conservative"
"11030855000163","1299542400","EuropeanUnionBill",34,"The right hon. Gentleman is absolutely right. I negotiated the opt-out for the junior doctors working time directive back in 1999, and in a sense we knew on the negotiating basis all the problems that would happen in the NHS that the UK Government saw coming. We also knew that the directive would not actually hit us until about 2008-09. Now it is here, and everyone here is entitled to say, “We didn’t see it coming.” In fact, on one level we did see it coming.  It is also important for the House to consider the fact that, during the discussions on the Convention on the Future of Europe, I was in the very unusual position of being a negotiating partner at Government level, and also representing the House. Therefore, provided that I used a legal adviser from the House, I could be given the legal advice that was given to the previous Administration.  We should consider the nature and length of debates in the European Union. I deliberately chose the working time directive for junior doctors as an example, because it started in 1992 and started to have legislative impact on this country 10 years later, and only now are we beginning to find out its full effect.  We have now moved from Conservative to Labour to Conservative, and within our Government machinery—[Hon. Members: “Coalition.”] It is okay—the Liberal Democrats came sixth in Barnsley, so there is a ray of hope. Given the veil that falls between one Administration and the next, which hides the accumulated knowledge that could allow parliamentary scrutiny, there must be a mechanism that transcends individual Administrations, which would give the House access to the information that has been given to Ministers. Although new clause 1 is limited, it is nevertheless an important wedge representing that principle.","Baroness Stuart of Edgbaston","Crossbench"
"11030855000167","1299542400","EuropeanUnionBill",34,"I understand that the hon. Lady is suggesting not necessarily publishing everything for everyone on this country’s negotiating position, but perhaps listening to Parliament. Am I right in thinking that a similar system exists in Denmark?","Charlie Elphicke","Independent"
"11030855000168","1299542400","EuropeanUnionBill",34,"Yes and no. I would caution against using the Danish principle, because it mandates Ministers bindingly. No one needs to talk to them when they are sitting round the negotiating table in Brussels, because they know what they will say. They do a head count and say, “The Danes say x.” The hon. Gentleman is right to refer to not publishing all the information, because too much information is also a weapon: people can be drowned in information, and they cannot see the wood for the trees.  The advice given to Ministers should be made public to Parliament, so that Parliament can decide whether it wishes to pursue something. More importantly, that would allow information to move from one Administration to the next, and Parliament could develop the collective memory of responsibility and decision making that is essential in our dealings with the European Union.","Baroness Stuart of Edgbaston","Crossbench"
"110316125000634","1300233600","EuropeanUnion(Amendment)Act2008",35,"The amendment has not been selected.","Mr Nigel Evans","Conservative"
"110316125000635","1300233600","EuropeanUnion(Amendment)Act2008",35,"I beg to move,  That this House takes note of draft European Council decision EUCO 33/10 (to amend Article 136 of the Treaty on the Functioning of the European Union with regard to a stability mechanism for Member States whose currency is the euro) and, in accordance with section 6 of the European Union (Amendment) Act 2008, approves Her Majesty’s Government’s intention to support the adoption of draft European Council decision EUCO 33/10.  Under the terms of the European Union (Amendment) Act 2008, the House should approve this motion on the proposed change to the European treaties so that the Prime Minister can then support the adoption of the draft European Council decision to amend article 136 of the treaty on the functioning of the European Union at the European Council scheduled for 24 and 25 March. It is my belief that agreement to this, which is about the narrow change brought forward to enable the countries that use the euro as their currency to establish a permanent stability mechanism from 2013 onwards, is profoundly in the interests of the United Kingdom.","Sir David Lidington","Conservative"
"110316125000637","1300233600","EuropeanUnion(Amendment)Act2008",35,"Will my right hon. Friend confirm that this is the first time that the passerelle mechanism—in other words, a fast-track treaty amendment without an intergovernmental conference—is being used? Is this the first time that such a passerelle clause has been brought before the House?","Mr Philip Hollobone","Conservative"
"110316125000638","1300233600","EuropeanUnion(Amendment)Act2008",35,"We can debate whether or not it is a passerelle. It is certainly the first time that the provisions under the Lisbon treaty for a simplified revision procedure, rather than the full-scale procedure to which my hon. Friend alluded, has been employed.","Sir David Lidington","Conservative"
"110316125000639","1300233600","EuropeanUnion(Amendment)Act2008",35,"Can we be absolutely clear what we are doing here? It used to take months, even years, to change a European treaty. Tonight, we are going to debate this motion for 90 minutes and then the Government will go to the European Council and agree to that change in the treaty. That is correct, is it not, because the next time this comes back for scrutiny it will be a fait accompli?","Sir Bernard Jenkin","Conservative"
"110316125000640","1300233600","EuropeanUnion(Amendment)Act2008",35,"No, I do not share my hon. Friend’s analysis of the procedures that lie ahead of us, and I think he underestimates the further opportunities there will be for the House to consider this proposed treaty amendment. I will come on to that in a little more detail later.  First, however, I want to make it clear why the Government believe that agreement to this treaty change is in the interests of this country. As my right hon. Friend the Prime Minister made clear to the House in his statement following the European Council held in December last year, no one should doubt that stability in the eurozone is in the interests of the United Kingdom. Nearly half our trade is with the eurozone, and London is Europe’s international financial centre. It is precisely because of this interrelationship that the UK’s financial  institutions and companies, both big and small, have huge exposure to the banks and businesses based throughout the eurozone. Worsening stability, let alone a further and prolonged economic and financial crisis, would pose a real threat to the UK economy and to jobs and prosperity in this country.","Sir David Lidington","Conservative"
"110316125000642","1300233600","EuropeanUnion(Amendment)Act2008",35,"Would it not be more appropriate for an intergovernmental agreement to be reached among the member states of the eurozone, rather than have some change to the treaty on the functioning of the European Union?","Kelvin Hopkins","Independent"
"110316125000643","1300233600","EuropeanUnion(Amendment)Act2008",35,"It would have been possible for the member states of the eurozone to have come to such an intergovernmental agreement, but they chose not to do so. In addition, a number of the other member states which have not joined the euro but aspire to do so and which have an obligation in their accession treaties to do so in due course would prefer any necessary treaty change to be agreed by 27 states, rather than dealt with on an intergovernmental basis alone.","Sir David Lidington","Conservative"
"110316125000644","1300233600","EuropeanUnion(Amendment)Act2008",35,"Given that this vote will have to be unanimous and we therefore have veto, is this not an ideal opportunity at least to try to extract concessions from the EU? We could take such an approach on, for example, the working time agreement, in line with the coalition agreement.","Mr John Baron","Conservative"
"110316125000645","1300233600","EuropeanUnion(Amendment)Act2008",35,"As I hope to demonstrate to my hon. Friend’s satisfaction later in my speech, my right hon. Friend the Prime Minister secured an extremely good bargain for this country when he took part in the negotiations that produced this amendment. First, however, I wish to deal with the points raised by my hon. Friends the Members for Kettering (Mr Hollobone) and for Harwich and North Essex (Mr Jenkin).  This kind of motion has not been debated in this place before and should the European Union Bill, which this House agreed without Division on Third Reading last week, become law, we will not have this particular procedure here in the future. I want to give a firm assurance to the House that, in particular because of the provisions in that Bill, this evening is only the first opportunity for the House to have its say on the proposed treaty change; a second opportunity will be provided through the process of ratification.  I have to say to the House that the previous Government left this country with a system of both popular and parliamentary control over treaty change that was grossly inadequate. Under the inherited arrangements, this motion would have been all that was required by way of parliamentary approval, at least in terms of an affirmative resolution. If the European Union Bill were not to become law, a motion of this type leading to the adoption of a proposal for treaty change would, on ratification, still have to come back to Parliament and be laid before both Houses, but it would then be for Parliament to pray against the provision which had been laid before the House. Obviously the usual problems are involved in terms of what amounts to a negative resolution procedure in giving effect to an understandable desire for full and effective parliamentary scrutiny. However, as I have said, the Government, through the new legislation that we are taking through Parliament at the moment,  want to provide a much stronger assurance for the future that this particular proposal and any others that might conceivably come forward will be given much greater and more rigorous parliamentary scrutiny.","Sir David Lidington","Conservative"
"110316125000648","1300233600","EuropeanUnion(Amendment)Act2008",35,"Let us be clear about what will change if that Bill becomes an Act, as I am sure it will in due course. Is it the case that the sort of debate we are able to have tonight will not be possible in future because we will have post-decision debates, in that decisions will have already been taken before that Act, as it will be then, kicks in?","Mr David Nuttall","Conservative"
"110316125000649","1300233600","EuropeanUnion(Amendment)Act2008",35,"I hope that I can give my hon. Friend the reassurance he seeks. First, I will make a bit of progress and describe how the provisions in the European Union Bill will bite on this measure and any future measures that are modelled on it.","Sir David Lidington","Conservative"
"110316125000650","1300233600","EuropeanUnion(Amendment)Act2008",35,"A very important question has just been asked by a Back Bencher and the Minister has made no attempt to respond to it. Would it not be technically possible to have the new procedures introduced by the European Union Bill as well as the current procedures? One is post and the other is pre.","Wayne David","Labour"
"110316125000651","1300233600","EuropeanUnion(Amendment)Act2008",35,"I had better invite the hon. Gentleman to read the Hansard record of the debates on the European Union Bill in which he took part—both in Committee and on Report. If he does read them, he will see that the Government introduced an amendment precisely to make explicit the requirement for this proposed treaty change to be subject to more rigorous parliamentary scrutiny than would have been permitted if the current statutory procedures under the Constitutional Reform and Governance Act 2010 had been allowed to stand and to suffice. I hope that he was not asleep when we debated that amendment. If he examines Hansard, he will find that we have covered that point in some detail.  The previous Government left the country with a system of control that was grossly inadequate. Section 6 of the European Union (Amendment) Act 2008 requires that when a draft decision under the simplified revision procedure—under article 48(6) of the treaty on European Union—is proposed, a Minister must introduce a motion and have it passed by both Houses without amendment before the Prime Minister can signal his agreement to its adoption at a subsequent European Council. That is the point in the decision-making process that we have reached tonight.  There is an option, under the 2008 Act, for the Government of the day to insert a disapplication provision into this type of motion. Such a provision would enable the Government to agree to subsequent amendments to the draft decision to amend the treaty without having to come back to the House for approval. The options were put before me by my officials and I was absolutely clear from the moment I read the papers that to introduce a disapplication provision of that kind would be completely unacceptable and would give Parliament absurdly little control over such an important matter. For that reason, there is no such provision in the motion.  Let me make it clear: if the House approves the motion, it is authorising the Prime Minister to agree to this draft decision—this text alone—at the European  Council. Should there be any suggestion of amending the draft decision at the European Council—there is no such suggestion from any quarter at present—the Prime Minister could not legally agree to it at the European Council without first coming back to this House and the other place for additional approval after a further debate. The draft decision that is referred to in the motion will be the version that is agreed at the Council and there can be no other version of the treaty change without the further approval of the House in a debate such as this.  The European Scrutiny Committee has rightly assessed the draft decision as politically important and has recommended it for debate on the Floor of the House. We are scrutinising the draft decision, as the Committee has requested, and debating whether the Prime Minister may signal his support for its adoption at the Council on 24 and 25 March.","Sir David Lidington","Conservative"
"110316125000656","1300233600","EuropeanUnion(Amendment)Act2008",35,"My right hon. Friend is going through all the procedures and the technical side of things, but, as he knows, that is not really what the treaty is about. I hope he will agree that it represents a huge change in the relationship between the United Kingdom and the European Union. Anyone who cares to look back at what those of us who have argued this case before have said, and to look in particular at The Economist this week, will know that the treaty is a hybrid one that is being devised, driven and pressed forward by Germany and those countries that wish to acquiesce in Germany’s dictated terms. Does he agree?","Sir William Cash","Conservative"
"110316125000657","1300233600","EuropeanUnion(Amendment)Act2008",35,"No, I am afraid I do not agree with my hon. Friend on that point. As I have said, it is in the interests of the United Kingdom for there to be stability in the eurozone. To some extent, the measures that the eurozone countries are now taking are a response to the kind of critique that he and other Members of this House made 10 or 11 years ago when the euro was first created. They—I was very much in this camp—argued that it would cause huge difficulties to create a currency union involving a single interest rate and single monetary policy that did not have some way of reconciling very different rates of growth, inflation and unemployment in the countries in that single currency area.  I want to finish on the procedural points and then move on to the content. If the draft decision is adopted by the European Council, all 27 member states will have to approve the treaty change and ratify it in accordance with their respective constitutional requirements before the decision enters into force. The treaty amendment cannot come into effect until we—and everybody else—ratify the adopted decision.  My right hon. Friend the Foreign Secretary and I have already given an assurance at this Dispatch Box that this and every other future treaty change will be considered in accordance with the terms of the European Union Bill, once that enters into force. That Bill will require Ministers to lay a statement before Parliament within two months of the commencement of part 1 of the Bill, explaining whether the treaty change would fall within clause 4 of the Bill—namely, whether it would involve a transfer of competence or power from the United Kingdom to the European Union.  The treaty change will then have to be ratified by primary legislation—a full Act of Parliament—before the United Kingdom is able to say formally that it has  completed the ratification process, so even when we get to that stage, the final version, agreed by all 27 Heads of Government, has to come back to Parliament for ratification and will be debated in all the stages of primary legislation. Tonight is therefore not the only opportunity that my hon. Friends will have to debate the measure.","Sir David Lidington","Conservative"
"110316125000661","1300233600","EuropeanUnion(Amendment)Act2008",35,"Surely the key point about this debate is that we have a veto, and that gives us a lever? Most people in this country feel that EU integration has already gone far too far. Is it not the case that the Minister’s refusal to use that lever can only mean that our relationship with the EU will, sooner or later, have to be resolved through an in/out referendum?","Mark Reckless","UK Independence Party"
"110316125000662","1300233600","EuropeanUnion(Amendment)Act2008",35,"rose—","Mr Peter Bone","Independent"
"110316125000663","1300233600","EuropeanUnion(Amendment)Act2008",35,"I will reply to my hon. Friend the Member for Rochester and Strood (Mark Reckless), but first I give way to my hon. Friend the Member for Wellingborough (Mr Bone).","Sir David Lidington","Conservative"
"110316125000664","1300233600","EuropeanUnion(Amendment)Act2008",35,"I am grateful to the Minister for giving way; he is being exceptionally generous, as always. Will some European countries use a referendum to ratify a change to a treaty?","Mr Peter Bone","Independent"
"110316125000665","1300233600","EuropeanUnion(Amendment)Act2008",35,"It is obviously for those countries and their legal and constitutional systems to say how they will go about ratification, but when the proposal was discussed at General Affairs and External Relations Council meetings, at which I represented the United Kingdom, there was great concern among the member states that have provision for referendums in their constitutional arrangements to ensure that the agreed wording was such that it made it possible for them to ratify without triggering a referendum. I can remember Ministers from a couple of countries making those points very firmly. The president of the European Council, the Commission and the German Government who, it is no secret, had been promoting the need for a treaty change, accepted that. The language that we have is narrow in its scope and provides only for provisions affecting the countries that have the euro as their currency. It is for Ireland, the Netherlands and other countries to decide whether they need a referendum. My understanding is that those Governments think that that is not required.","Sir David Lidington","Conservative"
"110316125000666","1300233600","EuropeanUnion(Amendment)Act2008",35,"rose—","Robert Halfon","Conservative"
"110316125000667","1300233600","EuropeanUnion(Amendment)Act2008",35,"It will come as no surprise to my hon. Friend the Member for Rochester and Strood to know that I disagree with him about the need for an in/out referendum. We debated that at some length the other day in proceedings on the European Union Bill. The Government believe that it is in the interests of the United Kingdom to remain an active and positive player in the European Union. That does not mean that we like everything it does or everything about the way the current arrangements have been established, but we believe that it is in the interests of our country to engage, campaign and fight for our interests within the European Union and not to turn our backs on it.","Sir David Lidington","Conservative"
"110316125000669","1300233600","EuropeanUnion(Amendment)Act2008",35,"I shall give way to my hon. Friend the Member for Harlow (Robert Halfon), then I shall make progress.","Sir David Lidington","Conservative"
"110316125000670","1300233600","EuropeanUnion(Amendment)Act2008",35,"As the veto has been mentioned, perhaps it could be waved in front of the EU countries that are so against implementing a no-fly zone over Libya.","Robert Halfon","Conservative"
"110316125000671","1300233600","EuropeanUnion(Amendment)Act2008",35,"My hon. Friend makes an important argument, which is probably somewhat outside the scope of the treaty change that we are debating today, but it will have been noted by those he wished to hear his comments.","Sir David Lidington","Conservative"
"110316125000672","1300233600","EuropeanUnion(Amendment)Act2008",35,"We have touched on whether or not the Minister thinks our membership of the EU is a good thing, but we should ask the people whether they believe we should be in Europe. That is a question which, I am sorry to say, he has not answered.","Mrs Anne Main","Conservative"
"110316125000673","1300233600","EuropeanUnion(Amendment)Act2008",35,"The Prime Minister did.","Mr Denis MacShane","Labour"
"110316125000674","1300233600","EuropeanUnion(Amendment)Act2008",35,"The Prime Minister made it clear in answer to questions last week that he believes it is in the United Kingdom’s interest to remain part of Europe. One of the things that my hon. Friend the Member for St Albans (Mrs Main) needs to say, in the hypothetical choice she advocates, is what the United Kingdom should leave the European Union in order to join. I will not stray beyond the confines of the motion this evening; I merely pose that question to my hon. Friend.  I shall give way to my hon. Friend the Member for Gainsborough (Mr Leigh); then I will make progress and not give way for a while.","Sir David Lidington","Conservative"
"110316125000676","1300233600","EuropeanUnion(Amendment)Act2008",35,"The Minister argues that we should be part of the process, but is there not a logical absurdity in what he is saying? When the real decisions were taken, our Prime Minister was kicked out. We are like a cork bobbing in their wake. We have no real power over the eurozone. That is why many people now think the time has come for a referendum on whether to stay in or get out.","Sir Edward Leigh","Conservative"
"110316125000677","1300233600","EuropeanUnion(Amendment)Act2008",35,"My hon. Friend, uncharacteristically, underestimates the influence of our right hon. Friend the Prime Minister. When we look at how he has managed to assemble and lead a coalition of countries committed to greater budgetary discipline—something that would not have happened without his initiative—and when we look at the work that he is leading at a European level on the need for growth, competitiveness and deregulation, we can see that the influence of the Prime Minister and of the United Kingdom is being felt. I would encourage—","Sir David Lidington","Conservative"
"110316125000678","1300233600","EuropeanUnion(Amendment)Act2008",35,"rose—","Richard Drax","Conservative"
